"gene_id"	"length"
"ENSG00000100934"	77727
"ENSG00000100938"	6820
"ENSG00000100941"	8037
"ENSG00000100949"	6201
"ENSG00000100968"	13931
"ENSG00000100979"	13534
"ENSG00000100982"	13340
"ENSG00000100983"	27595
"ENSG00000100985"	7653
"ENSG00000100987"	11480
"ENSG00000100991"	90403
"ENSG00000100994"	49927
"ENSG00000100997"	96093
"ENSG00000101000"	44168
"ENSG00000101003"	44955
"ENSG00000101004"	132834
"ENSG00000101017"	11585
"ENSG00000101019"	109465
"ENSG00000101040"	147675
"ENSG00000101049"	29269
"ENSG00000101052"	56362
"ENSG00000101057"	49476
"ENSG00000101079"	94324
"ENSG00000101082"	33878
"ENSG00000101084"	6778
"ENSG00000101096"	175874
"ENSG00000101098"	58738
"ENSG00000101104"	48975
"ENSG00000101109"	113542
"ENSG00000101115"	20190
"ENSG00000101126"	42521
"ENSG00000101132"	19965
"ENSG00000101134"	175576
"ENSG00000101138"	13991
"ENSG00000101144"	97888
"ENSG00000101146"	27988
"ENSG00000101150"	26317
"ENSG00000101152"	40905
"ENSG00000101158"	13925
"ENSG00000101160"	12069
"ENSG00000101161"	51968
"ENSG00000101166"	9664
"ENSG00000101180"	5318
"ENSG00000101181"	20539
"ENSG00000101182"	6707
"ENSG00000101187"	43282
"ENSG00000101189"	5256
"ENSG00000101190"	20817
"ENSG00000101191"	60214
"ENSG00000101193"	10328
"ENSG00000101198"	31910
"ENSG00000101199"	17005
"ENSG00000101203"	41665
"ENSG00000101204"	35178
"ENSG00000101210"	11171
"ENSG00000101216"	39499
"ENSG00000101220"	14273
"ENSG00000101222"	3944
"ENSG00000101224"	19349
"ENSG00000101230"	79377
"ENSG00000101236"	88249
"ENSG00000101246"	9383
"ENSG00000101247"	36573
"ENSG00000101255"	34724
"ENSG00000101265"	43585
"ENSG00000101266"	71337
"ENSG00000101276"	15935
"ENSG00000101290"	71008
"ENSG00000101294"	63513
"ENSG00000101298"	43048
"ENSG00000101306"	15381
"ENSG00000101310"	53895
"ENSG00000101311"	48699
"ENSG00000101333"	412479
"ENSG00000101335"	9950
"ENSG00000101337"	57544
"ENSG00000101343"	21678
"ENSG00000101346"	30778
"ENSG00000101347"	61614
"ENSG00000101349"	301652
"ENSG00000101350"	57360
"ENSG00000101353"	78362
"ENSG00000101361"	5800
"ENSG00000101363"	27622
"ENSG00000101365"	5824
"ENSG00000101367"	30451
"ENSG00000101384"	36315
"ENSG00000101391"	42722
"ENSG00000101400"	35806
"ENSG00000101407"	50454
"ENSG00000101412"	10908
"ENSG00000101413"	94055
"ENSG00000101417"	17561
"ENSG00000101421"	43018
"ENSG00000101425"	33355
"ENSG00000101439"	11767
"ENSG00000101440"	74775
"ENSG00000101442"	24060
"ENSG00000101443"	11779
"ENSG00000101444"	31534
"ENSG00000101447"	26794
"ENSG00000101452"	77424
"ENSG00000101457"	19473
"ENSG00000101460"	13491
"ENSG00000101463"	196987
"ENSG00000101464"	138248
"ENSG00000101470"	10531
"ENSG00000101473"	15684
"ENSG00000101474"	29826
"ENSG00000101489"	322787
"ENSG00000101493"	137560
"ENSG00000101542"	222349
"ENSG00000101544"	38261
"ENSG00000101546"	16262
"ENSG00000101557"	56246
"ENSG00000101558"	46005
"ENSG00000101574"	33984
"ENSG00000101577"	96321
"ENSG00000101596"	149291
"ENSG00000101605"	153161
"ENSG00000101608"	8755
"ENSG00000101624"	40944
"ENSG00000101638"	91436
"ENSG00000101639"	133690
"ENSG00000101654"	37898
"ENSG00000101665"	32199
"ENSG00000101670"	38486
"ENSG00000101680"	176055
"ENSG00000101745"	149757
"ENSG00000101746"	373852
"ENSG00000101751"	51862
"ENSG00000101752"	166000
"ENSG00000101773"	228227
"ENSG00000101782"	33316
"ENSG00000101811"	20573
"ENSG00000101825"	38087
"ENSG00000101843"	7342
"ENSG00000101844"	63003
"ENSG00000101846"	657121
"ENSG00000101849"	277742
"ENSG00000101856"	8221
"ENSG00000101868"	303077
"ENSG00000101871"	388344
"ENSG00000101882"	23079
"ENSG00000101888"	8909
"ENSG00000101901"	94838
"ENSG00000101911"	32867
"ENSG00000101928"	27625
"ENSG00000101935"	246047
"ENSG00000101938"	121963
"ENSG00000101940"	18827
"ENSG00000101945"	13462
"ENSG00000101955"	71588
"ENSG00000101958"	202514
"ENSG00000101966"	54255
"ENSG00000101972"	462452
"ENSG00000101974"	218930
"ENSG00000101977"	126457
"ENSG00000101986"	19899
"ENSG00000101997"	15050
"ENSG00000102003"	12455
"ENSG00000102007"	3337
"ENSG00000102010"	92283
"ENSG00000102024"	89687
"ENSG00000102030"	5855
"ENSG00000102032"	9418
"ENSG00000102034"	46761
"ENSG00000102038"	76999
"ENSG00000102054"	31079
"ENSG00000102057"	10466
"ENSG00000102078"	33473
"ENSG00000102081"	39206
"ENSG00000102096"	5842
"ENSG00000102098"	115375
"ENSG00000102100"	8778
"ENSG00000102103"	12946
"ENSG00000102109"	4514
"ENSG00000102119"	2250
"ENSG00000102125"	10202
"ENSG00000102144"	218556
"ENSG00000102158"	69229
"ENSG00000102172"	54128
"ENSG00000102174"	218985
"ENSG00000102178"	2898
"ENSG00000102181"	132480
"ENSG00000102189"	158694
"ENSG00000102218"	45315
"ENSG00000102221"	148966
"ENSG00000102225"	12137
"ENSG00000102226"	15462
"ENSG00000102230"	114590
"ENSG00000102241"	15267
"ENSG00000102265"	4381
"ENSG00000102271"	152641
"ENSG00000102287"	21556
"ENSG00000102290"	843969
"ENSG00000102302"	50780
"ENSG00000102309"	121573
"ENSG00000102312"	11852
"ENSG00000102313"	49337
"ENSG00000102316"	8416
"ENSG00000102317"	6713
"ENSG00000102349"	59175
"ENSG00000102359"	31593
"ENSG00000102362"	57632
"ENSG00000102383"	155075
"ENSG00000102384"	65463
"ENSG00000102385"	44728
"ENSG00000102387"	24804
"ENSG00000102390"	5274
"ENSG00000102393"	14739
"ENSG00000102401"	5046
"ENSG00000102409"	2138
"ENSG00000102445"	96190
"ENSG00000102452"	362732
"ENSG00000102466"	691653
"ENSG00000102468"	65526
"ENSG00000102471"	74951
"ENSG00000102524"	57244
"ENSG00000102531"	233867
"ENSG00000102543"	45560
"ENSG00000102547"	135414
"ENSG00000102554"	22565
"ENSG00000102572"	132755
"ENSG00000102575"	4348
"ENSG00000102580"	117849
"ENSG00000102595"	251902
"ENSG00000102606"	191178
"ENSG00000102699"	91847
"ENSG00000102710"	50401
"ENSG00000102738"	42062
"ENSG00000102743"	23048
"ENSG00000102753"	93362
"ENSG00000102755"	194799
"ENSG00000102760"	13321
"ENSG00000102763"	394285
"ENSG00000102780"	216542
"ENSG00000102781"	104921
"ENSG00000102786"	100187
"ENSG00000102796"	36169
"ENSG00000102802"	19301
"ENSG00000102804"	145004
"ENSG00000102805"	28483
"ENSG00000102858"	74481
"ENSG00000102870"	8749
"ENSG00000102871"	5724
"ENSG00000102878"	5264
"ENSG00000102879"	6249
"ENSG00000102882"	9401
"ENSG00000102886"	8727
"ENSG00000102890"	4918
"ENSG00000102893"	240400
"ENSG00000102897"	25138
"ENSG00000102898"	25644
"ENSG00000102900"	120168
"ENSG00000102901"	19654
"ENSG00000102904"	25383
"ENSG00000102908"	139572
"ENSG00000102910"	118822
"ENSG00000102921"	81422
"ENSG00000102924"	3921
"ENSG00000102931"	8376
"ENSG00000102934"	36125
"ENSG00000102935"	370395
"ENSG00000102967"	19076
"ENSG00000102974"	76710
"ENSG00000102977"	3303
"ENSG00000102978"	9349
"ENSG00000102981"	1832
"ENSG00000102984"	35656
"ENSG00000102996"	21147
"ENSG00000103005"	22072
"ENSG00000103018"	41645
"ENSG00000103021"	52679
"ENSG00000103024"	1444
"ENSG00000103034"	50782
"ENSG00000103035"	9474
"ENSG00000103037"	8363
"ENSG00000103042"	19661
"ENSG00000103043"	113721
"ENSG00000103044"	13066
"ENSG00000103047"	241651
"ENSG00000103051"	42992
"ENSG00000103056"	90181
"ENSG00000103061"	26443
"ENSG00000103064"	37307
"ENSG00000103066"	15754
"ENSG00000103089"	61876
"ENSG00000103091"	128811
"ENSG00000103111"	11563
"ENSG00000103121"	53822
"ENSG00000103126"	65283
"ENSG00000103145"	1661
"ENSG00000103148"	54589
"ENSG00000103150"	52330
"ENSG00000103152"	8844
"ENSG00000103154"	34144
"ENSG00000103160"	23051
"ENSG00000103168"	9223
"ENSG00000103174"	9297
"ENSG00000103175"	34998
"ENSG00000103184"	60827
"ENSG00000103187"	52482
"ENSG00000103194"	79944
"ENSG00000103196"	100783
"ENSG00000103197"	41524
"ENSG00000103199"	19385
"ENSG00000103202"	13642
"ENSG00000103222"	193497
"ENSG00000103226"	62283
"ENSG00000103227"	127684
"ENSG00000103241"	4895
"ENSG00000103245"	11569
"ENSG00000103248"	25057
"ENSG00000103249"	30150
"ENSG00000103253"	8589
"ENSG00000103254"	2009
"ENSG00000103257"	39484
"ENSG00000103260"	4537
"ENSG00000103264"	65155
"ENSG00000103266"	2646
"ENSG00000103269"	2602
"ENSG00000103274"	25565
"ENSG00000103275"	18138
"ENSG00000103319"	82460
"ENSG00000103326"	26924
"ENSG00000103335"	69882
"ENSG00000103342"	47954
"ENSG00000103343"	8149
"ENSG00000103351"	38072
"ENSG00000103353"	16668
"ENSG00000103355"	3995
"ENSG00000103356"	36977
"ENSG00000103363"	5866
"ENSG00000103365"	58453
"ENSG00000103381"	144088
"ENSG00000103404"	87864
"ENSG00000103415"	35657
"ENSG00000103423"	30970
"ENSG00000103429"	36305
"ENSG00000103449"	15392
"ENSG00000103460"	111385
"ENSG00000103479"	57671
"ENSG00000103485"	35420
"ENSG00000103489"	369191
"ENSG00000103490"	1964
"ENSG00000103494"	105785
"ENSG00000103495"	5058
"ENSG00000103496"	10086
"ENSG00000103502"	5057
"ENSG00000103507"	6684
"ENSG00000103510"	16904
"ENSG00000103512"	62436
"ENSG00000103528"	100361
"ENSG00000103540"	29597
"ENSG00000103544"	151553
"ENSG00000103549"	14562
"ENSG00000103550"	16298
"ENSG00000103591"	54528
"ENSG00000103599"	247474
"ENSG00000103642"	20228
"ENSG00000103647"	148813
"ENSG00000103653"	21141
"ENSG00000103657"	225330
"ENSG00000103671"	67555
"ENSG00000103707"	28127
"ENSG00000103710"	23353
"ENSG00000103723"	50665
"ENSG00000103740"	78220
"ENSG00000103742"	41463
"ENSG00000103769"	165935
"ENSG00000103811"	28516
"ENSG00000103852"	114900
"ENSG00000103855"	30548
"ENSG00000103876"	34456
"ENSG00000103888"	172433
"ENSG00000103932"	27093
"ENSG00000103942"	149207
"ENSG00000103966"	76624
"ENSG00000103978"	63137
"ENSG00000103994"	78318
"ENSG00000103995"	98218
"ENSG00000104044"	344440
"ENSG00000104047"	35195
"ENSG00000104055"	34338
"ENSG00000104059"	450469
"ENSG00000104064"	80016
"ENSG00000104067"	269498
"ENSG00000104081"	21002
"ENSG00000104093"	175122
"ENSG00000104112"	39534
"ENSG00000104129"	42317
"ENSG00000104131"	25904
"ENSG00000104133"	100982
"ENSG00000104140"	2020
"ENSG00000104142"	9525
"ENSG00000104147"	23318
"ENSG00000104154"	43149
"ENSG00000104164"	28731
"ENSG00000104177"	43721
"ENSG00000104205"	149288
"ENSG00000104213"	67638
"ENSG00000104218"	133837
"ENSG00000104219"	68317
"ENSG00000104221"	6593
"ENSG00000104228"	26386
"ENSG00000104231"	31569
"ENSG00000104267"	17525
"ENSG00000104290"	80062
"ENSG00000104299"	122581
"ENSG00000104312"	33258
"ENSG00000104313"	394592
"ENSG00000104320"	69897
"ENSG00000104324"	504412
"ENSG00000104325"	52228
"ENSG00000104327"	36867
"ENSG00000104331"	35936
"ENSG00000104332"	47511
"ENSG00000104341"	77956
"ENSG00000104343"	98813
"ENSG00000104356"	42542
"ENSG00000104361"	104567
"ENSG00000104365"	61351
"ENSG00000104368"	32958
"ENSG00000104369"	86840
"ENSG00000104375"	571599
"ENSG00000104381"	167742
"ENSG00000104388"	106708
"ENSG00000104408"	234117
"ENSG00000104412"	45595
"ENSG00000104415"	40651
"ENSG00000104419"	64851
"ENSG00000104427"	53676
"ENSG00000104432"	129780
"ENSG00000104435"	55041
"ENSG00000104442"	31759
"ENSG00000104447"	401177
"ENSG00000104450"	101372
"ENSG00000104472"	5843
"ENSG00000104490"	438365
"ENSG00000104497"	43285
"ENSG00000104517"	160486
"ENSG00000104518"	9855
"ENSG00000104522"	5430
"ENSG00000104524"	6563
"ENSG00000104529"	19844
"ENSG00000104549"	23786
"ENSG00000104611"	82525
"ENSG00000104613"	34692
"ENSG00000104626"	114599
"ENSG00000104635"	66880
"ENSG00000104643"	43330
"ENSG00000104660"	81800
"ENSG00000104671"	27320
"ENSG00000104679"	26159
"ENSG00000104687"	49780
"ENSG00000104689"	34650
"ENSG00000104691"	34759
"ENSG00000104695"	39857
"ENSG00000104714"	123360
"ENSG00000104723"	349434
"ENSG00000104728"	134715
"ENSG00000104731"	69507
"ENSG00000104738"	17975
"ENSG00000104756"	30629
"ENSG00000104760"	45985
"ENSG00000104763"	29006
"ENSG00000104765"	122582
"ENSG00000104774"	20231
"ENSG00000104783"	14724
"ENSG00000104805"	23060
"ENSG00000104808"	11270
"ENSG00000104812"	25180
"ENSG00000104814"	31241
"ENSG00000104823"	16419
"ENSG00000104824"	15959
"ENSG00000104825"	9193
"ENSG00000104833"	8529
"ENSG00000104835"	15497
"ENSG00000104852"	23186
"ENSG00000104853"	38756
"ENSG00000104856"	36749
"ENSG00000104859"	31911
"ENSG00000104863"	4136
"ENSG00000104866"	56681
"ENSG00000104870"	19612
"ENSG00000104872"	7199
"ENSG00000104880"	77371
"ENSG00000104881"	26711
"ENSG00000104883"	20574
"ENSG00000104884"	21081
"ENSG00000104885"	68645
"ENSG00000104886"	7620
"ENSG00000104888"	12959
"ENSG00000104889"	7056
"ENSG00000104892"	18086
"ENSG00000104897"	11831
"ENSG00000104899"	2764
"ENSG00000104901"	13333
"ENSG00000104904"	3981
"ENSG00000104907"	12665
"ENSG00000104915"	6325
"ENSG00000104936"	12843
"ENSG00000104946"	11325
"ENSG00000104951"	39885
"ENSG00000104953"	17641
"ENSG00000104957"	31536
"ENSG00000104960"	10009
"ENSG00000104964"	10197
"ENSG00000104967"	40131
"ENSG00000104969"	28567
"ENSG00000104973"	22104
"ENSG00000104976"	2912
"ENSG00000104979"	4317
"ENSG00000104980"	16949
"ENSG00000104983"	25857
"ENSG00000104998"	21456
"ENSG00000105011"	17101
"ENSG00000105048"	16508
"ENSG00000105053"	49478
"ENSG00000105058"	6666
"ENSG00000105063"	29238
"ENSG00000105072"	24958
"ENSG00000105085"	54155
"ENSG00000105088"	82834
"ENSG00000105127"	26413
"ENSG00000105135"	10802
"ENSG00000105136"	8386
"ENSG00000105137"	7584
"ENSG00000105146"	4746
"ENSG00000105171"	10954
"ENSG00000105173"	12321
"ENSG00000105176"	92968
"ENSG00000105185"	6263
"ENSG00000105186"	79591
"ENSG00000105193"	2812
"ENSG00000105197"	13373
"ENSG00000105202"	11921
"ENSG00000105204"	8851
"ENSG00000105219"	4489
"ENSG00000105220"	42933
"ENSG00000105221"	55219
"ENSG00000105223"	31983
"ENSG00000105227"	20976
"ENSG00000105229"	31650
"ENSG00000105245"	25067
"ENSG00000105246"	8005
"ENSG00000105248"	22008
"ENSG00000105251"	11456
"ENSG00000105254"	11658
"ENSG00000105255"	19245
"ENSG00000105258"	1504
"ENSG00000105270"	18683
"ENSG00000105278"	65014
"ENSG00000105281"	13711
"ENSG00000105287"	42852
"ENSG00000105289"	42451
"ENSG00000105290"	11893
"ENSG00000105298"	16170
"ENSG00000105321"	17721
"ENSG00000105323"	45291
"ENSG00000105325"	32057
"ENSG00000105327"	11944
"ENSG00000105329"	52335
"ENSG00000105339"	78530
"ENSG00000105341"	9399
"ENSG00000105355"	29353
"ENSG00000105357"	122356
"ENSG00000105364"	8154
"ENSG00000105369"	4093
"ENSG00000105371"	1567
"ENSG00000105372"	12670
"ENSG00000105373"	11512
"ENSG00000105376"	6826
"ENSG00000105379"	21219
"ENSG00000105393"	13873
"ENSG00000105397"	30043
"ENSG00000105401"	28988
"ENSG00000105402"	27454
"ENSG00000105404"	2640
"ENSG00000105409"	30915
"ENSG00000105419"	16403
"ENSG00000105426"	182308
"ENSG00000105427"	3278
"ENSG00000105429"	53160
"ENSG00000105438"	8976
"ENSG00000105443"	13106
"ENSG00000105447"	11181
"ENSG00000105464"	50056
"ENSG00000105467"	12010
"ENSG00000105472"	2354
"ENSG00000105479"	25514
"ENSG00000105483"	75176
"ENSG00000105486"	55158
"ENSG00000105497"	21227
"ENSG00000105499"	62974
"ENSG00000105514"	24202
"ENSG00000105516"	7349
"ENSG00000105518"	3742
"ENSG00000105519"	3872
"ENSG00000105520"	10312
"ENSG00000105523"	14044
"ENSG00000105538"	20025
"ENSG00000105552"	15967
"ENSG00000105556"	43371
"ENSG00000105559"	31520
"ENSG00000105568"	39470
"ENSG00000105576"	24817
"ENSG00000105583"	1342
"ENSG00000105605"	34606
"ENSG00000105607"	23047
"ENSG00000105612"	6257
"ENSG00000105613"	41001
"ENSG00000105617"	4560
"ENSG00000105618"	16309
"ENSG00000105619"	8662
"ENSG00000105639"	23291
"ENSG00000105640"	4243
"ENSG00000105643"	12970
"ENSG00000105649"	7258
"ENSG00000105650"	39548
"ENSG00000105655"	3779
"ENSG00000105656"	79453
"ENSG00000105662"	98655
"ENSG00000105664"	8532
"ENSG00000105669"	19873
"ENSG00000105671"	9484
"ENSG00000105672"	3126
"ENSG00000105676"	26736
"ENSG00000105677"	1926
"ENSG00000105696"	13609
"ENSG00000105697"	4427
"ENSG00000105698"	10859
"ENSG00000105699"	19634
"ENSG00000105700"	11625
"ENSG00000105701"	12326
"ENSG00000105705"	44491
"ENSG00000105707"	26065
"ENSG00000105708"	22640
"ENSG00000105711"	9979
"ENSG00000105717"	56986
"ENSG00000105722"	7559
"ENSG00000105723"	12435
"ENSG00000105726"	18478
"ENSG00000105732"	13075
"ENSG00000105737"	71177
"ENSG00000105738"	301161
"ENSG00000105750"	27475
"ENSG00000105755"	20511
"ENSG00000105767"	17482
"ENSG00000105771"	26979
"ENSG00000105778"	93300
"ENSG00000105784"	204748
"ENSG00000105792"	65889
"ENSG00000105793"	56230
"ENSG00000105808"	42949
"ENSG00000105810"	231652
"ENSG00000105819"	32076
"ENSG00000105821"	32541
"ENSG00000105825"	5357
"ENSG00000105829"	41620
"ENSG00000105835"	38028
"ENSG00000105849"	13576
"ENSG00000105854"	30467
"ENSG00000105855"	85052
"ENSG00000105856"	33561
"ENSG00000105865"	15039
"ENSG00000105866"	86779
"ENSG00000105875"	27695
"ENSG00000105877"	358800
"ENSG00000105879"	17718
"ENSG00000105880"	4554
"ENSG00000105887"	50599
"ENSG00000105894"	116433
"ENSG00000105926"	120925
"ENSG00000105928"	59585
"ENSG00000105939"	66205
"ENSG00000105948"	58242
"ENSG00000105953"	102494
"ENSG00000105963"	57507
"ENSG00000105968"	21296
"ENSG00000105971"	221161
"ENSG00000105974"	36183
"ENSG00000105976"	126190
"ENSG00000105983"	224270
"ENSG00000105989"	47701
"ENSG00000105991"	3007
"ENSG00000105993"	82058
"ENSG00000105996"	2332
"ENSG00000105997"	46397
"ENSG00000106003"	16648
"ENSG00000106004"	2629
"ENSG00000106006"	5207
"ENSG00000106009"	17884
"ENSG00000106012"	55761
"ENSG00000106013"	281502
"ENSG00000106025"	71082
"ENSG00000106028"	49588
"ENSG00000106031"	6588
"ENSG00000106034"	308745
"ENSG00000106038"	7793
"ENSG00000106049"	137441
"ENSG00000106052"	105233
"ENSG00000106066"	200216
"ENSG00000106069"	367759
"ENSG00000106070"	203399
"ENSG00000106077"	2773
"ENSG00000106078"	300606
"ENSG00000106080"	16115
"ENSG00000106086"	103079
"ENSG00000106089"	20466
"ENSG00000106100"	54257
"ENSG00000106105"	39195
"ENSG00000106123"	16033
"ENSG00000106125"	120970
"ENSG00000106128"	54585
"ENSG00000106144"	19481
"ENSG00000106153"	4903
"ENSG00000106211"	1622
"ENSG00000106236"	12584
"ENSG00000106244"	16549
"ENSG00000106245"	10975
"ENSG00000106246"	49424
"ENSG00000106258"	31804
"ENSG00000106261"	26117
"ENSG00000106263"	26659
"ENSG00000106266"	102548
"ENSG00000106268"	8924
"ENSG00000106278"	188947
"ENSG00000106290"	12771
"ENSG00000106299"	67060
"ENSG00000106305"	14579
"ENSG00000106327"	22363
"ENSG00000106328"	10735
"ENSG00000106330"	3282
"ENSG00000106333"	5812
"ENSG00000106336"	17135
"ENSG00000106341"	21240
"ENSG00000106344"	46223
"ENSG00000106346"	56680
"ENSG00000106348"	17975
"ENSG00000106351"	29017
"ENSG00000106355"	9945
"ENSG00000106366"	12143
"ENSG00000106367"	7140
"ENSG00000106392"	91682
"ENSG00000106397"	12443
"ENSG00000106399"	82089
"ENSG00000106400"	6025
"ENSG00000106404"	6728
"ENSG00000106415"	125476
"ENSG00000106443"	196294
"ENSG00000106459"	145362
"ENSG00000106460"	32097
"ENSG00000106462"	76938
"ENSG00000106477"	48662
"ENSG00000106479"	29104
"ENSG00000106483"	119763
"ENSG00000106484"	20294
"ENSG00000106511"	75471
"ENSG00000106524"	46038
"ENSG00000106537"	30781
"ENSG00000106546"	429793
"ENSG00000106554"	297220
"ENSG00000106560"	7944
"ENSG00000106565"	10075
"ENSG00000106571"	276921
"ENSG00000106588"	15324
"ENSG00000106591"	16582
"ENSG00000106603"	121261
"ENSG00000106605"	48662
"ENSG00000106608"	50517
"ENSG00000106609"	37326
"ENSG00000106615"	54108
"ENSG00000106617"	321001
"ENSG00000106624"	10217
"ENSG00000106628"	9677
"ENSG00000106633"	54957
"ENSG00000106635"	21334
"ENSG00000106636"	13326
"ENSG00000106638"	11254
"ENSG00000106665"	116528
"ENSG00000106682"	22856
"ENSG00000106683"	39592
"ENSG00000106686"	113288
"ENSG00000106688"	97001
"ENSG00000106689"	31631
"ENSG00000106692"	82988
"ENSG00000106701"	104637
"ENSG00000106714"	215548
"ENSG00000106723"	90264
"ENSG00000106733"	27644
"ENSG00000106771"	104812
"ENSG00000106772"	294738
"ENSG00000106780"	113659
"ENSG00000106785"	49947
"ENSG00000106789"	71662
"ENSG00000106799"	50154
"ENSG00000106803"	8551
"ENSG00000106804"	97940
"ENSG00000106809"	21428
"ENSG00000106823"	43101
"ENSG00000106829"	155109
"ENSG00000106852"	27049
"ENSG00000106853"	50171
"ENSG00000106868"	134514
"ENSG00000106948"	60249
"ENSG00000106976"	63593
"ENSG00000106991"	39744
"ENSG00000106992"	11189
"ENSG00000106993"	28840
"ENSG00000107020"	79954
"ENSG00000107021"	23177
"ENSG00000107036"	147532
"ENSG00000107077"	454785
"ENSG00000107099"	250405
"ENSG00000107104"	275815
"ENSG00000107105"	136233
"ENSG00000107130"	64899
"ENSG00000107140"	4779
"ENSG00000107159"	7241
"ENSG00000107164"	59387
"ENSG00000107165"	24846
"ENSG00000107175"	4401
"ENSG00000107185"	9298
"ENSG00000107186"	173886
"ENSG00000107201"	70906
"ENSG00000107223"	4189
"ENSG00000107242"	303936
"ENSG00000107249"	524265
"ENSG00000107262"	16900
"ENSG00000107263"	163304
"ENSG00000107281"	6716
"ENSG00000107282"	244839
"ENSG00000107290"	93630
"ENSG00000107295"	218058
"ENSG00000107317"	6650
"ENSG00000107331"	21688
"ENSG00000107338"	153329
"ENSG00000107341"	103239
"ENSG00000107362"	48479
"ENSG00000107371"	34459
"ENSG00000107372"	13822
"ENSG00000107404"	14142
"ENSG00000107438"	53440
"ENSG00000107443"	17476
"ENSG00000107485"	29820
"ENSG00000107518"	855634
"ENSG00000107521"	30749
"ENSG00000107537"	24616
"ENSG00000107551"	36484
"ENSG00000107554"	134370
"ENSG00000107560"	42025
"ENSG00000107566"	35939
"ENSG00000107581"	47153
"ENSG00000107611"	305845
"ENSG00000107614"	64718
"ENSG00000107625"	45561
"ENSG00000107643"	132721
"ENSG00000107651"	51927
"ENSG00000107669"	188380
"ENSG00000107672"	18126
"ENSG00000107679"	67906
"ENSG00000107719"	89683
"ENSG00000107731"	90294
"ENSG00000107736"	419027
"ENSG00000107738"	25964
"ENSG00000107742"	29998
"ENSG00000107745"	258864
"ENSG00000107758"	59596
"ENSG00000107771"	189935
"ENSG00000107779"	176224
"ENSG00000107789"	48586
"ENSG00000107796"	56265
"ENSG00000107798"	200988
"ENSG00000107807"	6489
"ENSG00000107815"	7036
"ENSG00000107816"	11218
"ENSG00000107819"	10010
"ENSG00000107821"	6142
"ENSG00000107829"	84631
"ENSG00000107831"	10239
"ENSG00000107833"	2088
"ENSG00000107854"	67049
"ENSG00000107862"	137367
"ENSG00000107863"	140278
"ENSG00000107864"	244386
"ENSG00000107872"	3947
"ENSG00000107874"	9339
"ENSG00000107882"	129563
"ENSG00000107890"	108584
"ENSG00000107897"	46916
"ENSG00000107929"	124791
"ENSG00000107937"	31498
"ENSG00000107938"	44628
"ENSG00000107949"	30149
"ENSG00000107951"	64647
"ENSG00000107954"	98573
"ENSG00000107957"	261516
"ENSG00000107959"	35113
"ENSG00000107960"	40615
"ENSG00000107968"	27812
"ENSG00000107984"	3761
"ENSG00000108010"	48130
"ENSG00000108018"	590871
"ENSG00000108021"	78902
"ENSG00000108039"	58787
"ENSG00000108055"	38353
"ENSG00000108061"	94073
"ENSG00000108064"	13875
"ENSG00000108091"	117809
"ENSG00000108094"	82091
"ENSG00000108100"	325644
"ENSG00000108106"	8043
"ENSG00000108107"	17318
"ENSG00000108175"	247562
"ENSG00000108176"	41519
"ENSG00000108179"	7865
"ENSG00000108187"	50389
"ENSG00000108219"	78958
"ENSG00000108239"	133791
"ENSG00000108256"	38309
"ENSG00000108262"	20585
"ENSG00000108298"	4449
"ENSG00000108306"	149860
"ENSG00000108309"	10257
"ENSG00000108312"	16593
"ENSG00000108344"	17152
"ENSG00000108349"	31853
"ENSG00000108352"	18646
"ENSG00000108370"	126891
"ENSG00000108375"	65095
"ENSG00000108379"	70648
"ENSG00000108381"	31031
"ENSG00000108384"	43038
"ENSG00000108387"	24118
"ENSG00000108389"	28376
"ENSG00000108395"	124283
"ENSG00000108406"	42787
"ENSG00000108423"	33466
"ENSG00000108424"	36029
"ENSG00000108433"	52449
"ENSG00000108439"	7802
"ENSG00000108443"	57528
"ENSG00000108448"	38120
"ENSG00000108465"	13971
"ENSG00000108468"	31426
"ENSG00000108469"	40344
"ENSG00000108474"	134606
"ENSG00000108479"	13642
"ENSG00000108506"	62649
"ENSG00000108509"	19683
"ENSG00000108510"	122673
"ENSG00000108511"	9241
"ENSG00000108515"	9039
"ENSG00000108518"	3409
"ENSG00000108523"	5214
"ENSG00000108528"	2923
"ENSG00000108551"	1958
"ENSG00000108556"	36667
"ENSG00000108557"	129995
"ENSG00000108559"	58713
"ENSG00000108561"	16053
"ENSG00000108578"	43853
"ENSG00000108582"	91062
"ENSG00000108587"	50230
"ENSG00000108588"	31096
"ENSG00000108590"	8323
"ENSG00000108591"	20078
"ENSG00000108592"	10579
"ENSG00000108599"	74041
"ENSG00000108604"	10984
"ENSG00000108639"	4969
"ENSG00000108641"	43885
"ENSG00000108651"	40804
"ENSG00000108654"	9945
"ENSG00000108666"	25458
"ENSG00000108669"	108249
"ENSG00000108671"	38940
"ENSG00000108679"	8709
"ENSG00000108688"	2021
"ENSG00000108691"	1985
"ENSG00000108733"	4068
"ENSG00000108771"	11310
"ENSG00000108773"	8256
"ENSG00000108774"	30066
"ENSG00000108784"	8208
"ENSG00000108786"	5999
"ENSG00000108788"	6171
"ENSG00000108797"	17462
"ENSG00000108799"	44774
"ENSG00000108813"	5989
"ENSG00000108819"	16940
"ENSG00000108821"	17531
"ENSG00000108826"	5350
"ENSG00000108828"	10516
"ENSG00000108829"	22464
"ENSG00000108830"	6810
"ENSG00000108840"	46956
